patternSignature,patternReadable,currentEligible,manual31ColumnCount,manual65PatternCount,lpColumnCount,positiveLpActivity,coveredResidualOrders,coveredResidualQuantity,coverageScarcity,missingResidualWidths,wastePerCar,targetResidualWastePerCar,wasteFit,demandDualUpperBound,lpPoolDensityRank,orderCoverageFrontierRank,lpDualWeightedRank
"4380|600x1,780x1,840x1,1015x1,1140x1","{600=1, 780=1, 840=1, 1015=1, 1140=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","6","15","0.002863624","3","225","228.466257669","0.223901099","4.112306760",,"40372","443"
"4360|840x1,1015x1,1220x1,1280x1","{840=1, 1015=1, 1220=1, 1280=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","6","19","0.004694879","1","245","228.466257669","0.057032890","4.112086485",,"31125","444"
"4370|550x1,1100x1,1240x1,1480x1","{550=1, 1100=1, 1240=1, 1480=1} @4370mm (pw=4370, util=100.0%)","true","0","0","0","0.000000000","19","272","0.071526882","0","230","228.466257669","0.394673123","2.483262437",,"444","18349"
"4300|550x2,860x1,1100x1,1240x1","{550=2, 860=1, 1100=1, 1240=1} @4300mm (pw=4300, util=100.0%)","true","0","0","0","0.000000000","19","275","0.071521994","0","300","228.466257669","0.013786687","2.082421999",,"445","29754"
"4370|840x1,1015x1,1190x1,1320x1","{840=1, 1015=1, 1190=1, 1320=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","5","13","0.002418706","2","235","228.466257669","0.132736156","4.111391373",,"43566","445"
"4350|550x1,600x1,860x1,1100x1,1240x1","{550=1, 600=1, 860=1, 1100=1, 1240=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","19","275","0.071521994","1","250","228.466257669","0.044377893","2.244309054",,"446","24959"
"4370|840x1,950x1,1260x1,1320x1","{840=1, 950=1, 1260=1, 1320=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","7","25","0.006787458","2","230","228.466257669","0.394673123","4.110714154",,"25659","446"
"4360|860x1,1140x2,1220x1","{860=1, 1140=2, 1220=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","4","14","0.003540631","0","240","228.466257669","0.079784630","4.110642361",,"36507","447"
"4370|550x2,980x1,1100x1,1190x1","{550=2, 980=1, 1100=1, 1190=1} @4370mm (pw=4370, util=100.0%)","true","0","0","0","0.000000000","21","306","0.071508236","0","230","228.466257669","0.394673123","1.511852852",,"447","45237"
"4340|780x1,1100x1,1220x1,1240x1","{780=1, 1100=1, 1220=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071498738","1","260","228.466257669","0.030737318","2.753665403",,"448","12098"
"4360|1015x1,1050x1,1070x1,1220x1","{1015=1, 1050=1, 1070=1, 1220=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","2","8","0.002224809","2","245","228.466257669","0.057032890","4.110457915",,"44754","448"
"4300|740x1,1100x1,1220x1,1240x1","{740=1, 1100=1, 1220=1, 1240=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071498738","1","300","228.466257669","0.013786687","2.329790037",,"449","22516"
"4340|550x1,860x2,1015x1,1050x1","{550=1, 860=2, 1015=1, 1050=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","3","21","0.002248065","1","265","228.466257669","0.026642694","4.108618553",,"44581","449"
"4310|550x1,840x2,980x1,1100x1","{550=1, 840=2, 980=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","0","0","0","0.000000000","24","311","0.071463887","0","290","228.466257669","0.015991367","2.752797585",,"450","12115"
"4370|840x1,1080x1,1130x1,1320x1","{840=1, 1080=1, 1130=1, 1320=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","6","14","0.002562316","2","230","228.466257669","0.394673123","4.107974206",,"42277","450"
"4370|550x1,840x1,900x1,980x1,1100x1","{550=1, 840=1, 900=1, 980=1, 1100=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","24","311","0.071463887","1","230","228.466257669","0.394673123","1.884720131",,"451","35618"
"4390|780x1,860x2,870x1,1015x1","{780=1, 860=2, 870=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","1","4","0.000559128","3","215","228.466257669","0.069126378","4.107931455",,"54006","451"
"4370|850x1,1080x1,1220x2","{850=1, 1080=1, 1220=2} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","5","93","0.013392521","1","230","228.466257669","0.394673123","4.106579703",,"18970","452"
"4380|550x1,840x1,910x1,980x1,1100x1","{550=1, 840=1, 910=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","24","311","0.071463887","1","220","228.466257669","0.105638367","1.884720131",,"452","35619"
"4360|550x1,840x1,890x1,980x1,1100x1","{550=1, 840=1, 890=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","24","311","0.071463887","1","240","228.466257669","0.079784630","2.419965086",,"453","20037"
"4360|860x1,1000x1,1015x1,1480x1","{860=1, 1000=1, 1015=1, 1480=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","10","34","0.007009078","1","245","228.466257669","0.057032890","4.106385256",,"25297","453"
"4340|550x1,840x1,870x1,980x1,1100x1","{550=1, 840=1, 870=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","24","311","0.071463887","1","260","228.466257669","0.030737318","2.548201445",,"454","16767"
"4350|840x1,970x1,1220x1,1320x1","{840=1, 970=1, 1220=1, 1320=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","8","25","0.004752548","1","250","228.466257669","0.044377893","4.105471820",,"30963","454"
"4390|860x1,1015x1,1030x1,1480x1","{860=1, 1015=1, 1030=1, 1480=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","2","5","0.001123144","2","215","228.466257669","0.069126378","4.105178489",,"51967","455"
"4300|600x2,760x1,1100x1,1240x1","{600=2, 760=1, 1100=1, 1240=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","19","270","0.071449699","1","300","228.466257669","0.013786687","2.173982528",,"456","27079"
"4360|950x2,1140x1,1320x1","{950=2, 1140=1, 1320=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","2","6","0.001676446","2","240","228.466257669","0.079784630","4.104336603",,"48163","456"
"4310|1010x1,1080x2,1140x1","{1010=1, 1080=2, 1140=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","2","6","0.001676446","2","290","228.466257669","0.015991367","4.104142231",,"48186","457"
"4400|870x1,1100x1,1190x1,1240x1","{870=1, 1100=1, 1190=1, 1240=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071425208","1","200","228.466257669","0.033937123","2.088726728",,"457","29564"
"4310|780x1,1100x1,1190x1,1240x1","{780=1, 1100=1, 1190=1, 1240=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071425208","1","290","228.466257669","0.015991367","1.886413868",,"458","35573"
"4340|600x2,840x1,1080x1,1220x1","{600=2, 840=1, 1080=1, 1220=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","5","13","0.002492236","2","260","228.466257669","0.030737318","4.104097922",,"43002","458"
"4370|840x1,1050x1,1220x1,1260x1","{840=1, 1050=1, 1220=1, 1260=1} @4370mm (pw=4370, util=100.0%)","true","0","0","0","0.000000000","9","33","0.009012267","0","230","228.466257669","0.394673123","4.101289894",,"22109","459"
"4380|600x2,840x1,1100x1,1240x1","{600=2, 840=1, 1100=1, 1240=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","21","267","0.071380860","1","220","228.466257669","0.105638367","2.503476365",,"459","17849"
"4380|1050x2,1140x2","{1050=2, 1140=2} @4380mm (pw=4380, util=100.0%)","true","0","0","0","0.000000000","3","10","0.002596198","0","220","228.466257669","0.105638367","4.100860666",,"42151","460"
"4400|860x1,1100x1,1200x1,1240x1","{860=1, 1100=1, 1200=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","0","0","0","0.000000000","19","264","0.071379572","0","200","228.466257669","0.033937123","2.120829750",,"460","28659"
"4320|760x1,980x1,1100x1,1480x1","{760=1, 980=1, 1100=1, 1480=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","22","302","0.071327558","0","280","228.466257669","0.019035385","2.726863931",,"461","12666"
"4350|1000x1,1015x1,1080x1,1250x1","{1000=1, 1015=1, 1080=1, 1250=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","9","35","0.007957758","2","255","228.466257669","0.036319073","4.099955703",,"23531","461"
"4300|600x1,760x1,860x1,980x1,1100x1","{600=1, 760=1, 860=1, 980=1, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","22","305","0.071322670","1","300","228.466257669","0.013786687","2.487910548",,"462","18228"
"4320|550x1,760x1,980x1,1015x2","{550=1, 760=1, 980=1, 1015=2} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","10","102","0.016921702","1","280","228.466257669","0.019035385","4.099350332",,"13420","462"
"4330|980x1,1100x1,1125x2","{980=1, 1100=1, 1125=2} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","20","295","0.071264993","0","270","228.466257669","0.023510746","1.345464971",,"463","48410"
"4350|760x2,860x1,950x1,1015x1","{760=2, 860=1, 950=1, 1015=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","3","16","0.001815146","2","255","228.466257669","0.036319073","4.098868541",,"47266","463"
"4310|980x1,1100x2,1125x1","{980=1, 1100=2, 1125=1} @4310mm (pw=4305, util=99.9%)","true","0","0","0","0.000000000","20","295","0.071264993","0","295","228.466257669","0.014807413","1.456706106",,"464","46408"
"4380|1015x1,1030x1,1080x1,1250x1","{1015=1, 1030=1, 1080=1, 1250=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","1","6","0.002071823","3","225","228.466257669","0.223901099","4.098748935",,"45921","464"
"4330|550x1,840x1,870x1,1015x1,1050x1","{550=1, 840=1, 870=1, 1015=1, 1050=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","6","26","0.002876115","2","275","228.466257669","0.021037687","4.098582923",,"40334","465"
"4400|840x1,980x1,1100x1,1480x1","{840=1, 980=1, 1100=1, 1480=1} @4400mm (pw=4400, util=100.0%)","true","0","0","0","0.000000000","24","299","0.071258718","0","200","228.466257669","0.033937123","3.056357768",,"465","6874"
"4380|550x1,760x1,970x1,1015x1,1080x1","{550=1, 760=1, 970=1, 1015=1, 1080=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","6","37","0.004285516","2","225","228.466257669","0.223901099","4.098571757",,"32718","466"
"4380|600x1,840x1,860x1,980x1,1100x1","{600=1, 840=1, 860=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","24","302","0.071253830","1","220","228.466257669","0.105638367","2.817404385",,"466","10806"
"4340|550x1,780x1,850x1,1060x1,1100x1","{550=1, 780=1, 850=1, 1060=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","18","330","0.071232381","1","260","228.466257669","0.030737318","1.733759703",,"467","39878"
"4380|780x1,840x1,870x2,1015x1","{780=1, 840=1, 870=2, 1015=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","4","9","0.001187178","3","225","228.466257669","0.223901099","4.097895825",,"51447","467"
"4300|550x1,740x1,850x1,1060x1,1100x1","{550=1, 740=1, 850=1, 1060=1, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","18","330","0.071232381","1","300","228.466257669","0.013786687","1.309884337",,"468","48981"
"4310|550x2,1050x1,1080x2","{550=2, 1050=1, 1080=2} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","2","17","0.001688937","1","290","228.466257669","0.015991367","4.097709642",,"47928","468"
"4360|550x1,780x1,870x1,1080x2","{550=1, 780=1, 870=1, 1080=2} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","3","240","228.466257669","0.079784630","4.097022544",,"52522","469"
"4360|980x1,1100x1,1140x2","{980=1, 1100=1, 1140=2} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","21","295","0.071183970","0","240","228.466257669","0.079784630","2.994026131",,"469","7803"
"4330|970x1,1080x1,1140x2","{970=1, 1080=1, 1140=2} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","5","18","0.003936759","1","270","228.466257669","0.023510746","4.095684304",,"34237","470"
"4300|980x1,1080x1,1100x1,1140x1","{980=1, 1080=1, 1100=1, 1140=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","21","295","0.071183970","1","300","228.466257669","0.013786687","3.364324272",,"471","3563"
"4360|950x1,1050x1,1140x1,1220x1","{950=1, 1050=1, 1140=1, 1220=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","4","14","0.003901255","1","240","228.466257669","0.079784630","4.094912342",,"34329","471"
"4350|860x1,1015x1,1150x1,1320x1","{860=1, 1015=1, 1150=1, 1320=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","3","14","0.003419540","2","255","228.466257669","0.036319073","4.094797272",,"37355","472"
"4350|960x1,1050x1,1100x1,1240x1","{960=1, 1050=1, 1100=1, 1240=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071113433","1","250","228.466257669","0.044377893","2.411778978",,"472","20279"
"4380|600x1,760x1,860x1,1015x1,1140x1","{600=1, 760=1, 860=1, 1015=1, 1140=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","5","22","0.003491592","2","225","228.466257669","0.223901099","4.092441668",,"36823","473"
"4400|1010x1,1050x1,1100x1,1240x1","{1010=1, 1050=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071113433","1","200","228.466257669","0.033937123","2.262048095",,"473","24447"
"4300|1010x1,1015x2,1260x1","{1010=1, 1015=2, 1260=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","3","16","0.005600280","2","300","228.466257669","0.013786687","4.089857474",,"28464","474"
"4340|950x1,1050x1,1100x1,1240x1","{950=1, 1050=1, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071113433","1","260","228.466257669","0.030737318","2.864588926",,"474","9885"
"4330|940x1,1050x1,1100x1,1240x1","{940=1, 1050=1, 1100=1, 1240=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071113433","1","270","228.466257669","0.023510746","2.055372106",,"475","30535"
"4380|950x1,1015x1,1090x1,1320x1","{950=1, 1015=1, 1090=1, 1320=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","3","71","0.017870627","3","225","228.466257669","0.223901099","4.089783610",,"11766","475"
"4300|910x1,1050x1,1100x1,1240x1","{910=1, 1050=1, 1100=1, 1240=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","18","262","0.071113433","1","300","228.466257669","0.013786687","2.055372106",,"476","30536"
"4400|550x1,860x2,1050x1,1080x1","{550=1, 860=2, 1050=1, 1080=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","3","21","0.002248065","1","200","228.466257669","0.033937123","4.089519391",,"44577","476"
"4350|600x1,790x1,860x1,1015x1,1080x1","{600=1, 790=1, 860=1, 1015=1, 1080=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","2","18","0.002158945","3","255","228.466257669","0.036319073","4.089460285",,"45288","477"
"4350|740x2,790x1,980x1,1100x1","{740=2, 790=1, 980=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","1","250","228.466257669","0.044377893","1.129336426",,"477","51457"
"4400|740x1,790x2,980x1,1100x1","{740=1, 790=2, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","1","200","228.466257669","0.033937123","1.257347431",,"478","49814"
"4350|860x1,1015x1,1220x1,1250x1","{860=1, 1015=1, 1220=1, 1250=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","3","14","0.003936008","1","255","228.466257669","0.036319073","4.088363352",,"34267","479"
"4370|600x1,790x1,900x1,980x1,1100x1","{600=1, 790=1, 900=1, 980=1, 1100=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","2","230","228.466257669","0.394673123","1.343833826",,"479","48441"
"4300|840x2,1140x1,1480x1","{840=2, 1140=1, 1480=1} @4300mm (pw=4300, util=100.0%)","true","0","0","0","0.000000000","7","16","0.003427640","0","300","228.466257669","0.013786687","4.087279051",,"37300","480"
"4380|600x1,790x1,910x1,980x1,1100x1","{600=1, 790=1, 910=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","2","220","228.466257669","0.105638367","1.343833826",,"480","48442"
"4360|600x1,790x1,890x1,980x1,1100x1","{600=1, 790=1, 890=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","2","240","228.466257669","0.079784630","1.879078781",,"481","35782"
"4360|840x1,980x1,1220x1,1320x1","{840=1, 980=1, 1220=1, 1320=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","12","90","0.017388734","1","240","228.466257669","0.079784630","4.087151233",,"12650","481"
"4350|840x2,860x2,950x1","{840=2, 860=2, 950=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","5","13","0.001746306","1","250","228.466257669","0.044377893","4.086966124",,"47737","482"
"4390|740x1,780x1,790x1,980x1,1100x1","{740=1, 780=1, 790=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","2","210","228.466257669","0.051370942","1.553211792",,"482","44362"
"4340|600x1,790x1,870x1,980x1,1100x1","{600=1, 790=1, 870=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","20","303","0.071107341","2","260","228.466257669","0.030737318","2.007315140",,"483","31987"
"4340|960x1,1015x1,1140x1,1220x1","{960=1, 1015=1, 1140=1, 1220=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","3","10","0.002981503","2","265","228.466257669","0.026642694","4.085649338",,"39657","483"
"4340|890x1,950x1,1015x1,1480x1","{890=1, 950=1, 1015=1, 1480=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","1","1","0.000564016","3","265","228.466257669","0.026642694","4.084983223",,"53792","484"
"4400|850x1,1100x1,1150x1,1300x1","{850=1, 1100=1, 1150=1, 1300=1} @4400mm (pw=4400, util=100.0%)","true","0","0","0","0.000000000","19","315","0.071084455","0","200","228.466257669","0.033937123","1.441445389",,"484","46692"
"4330|550x1,1080x1,1220x1,1480x1","{550=1, 1080=1, 1220=1, 1480=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","3","18","0.002638258","1","270","228.466257669","0.023510746","4.083883994",,"41959","485"
"4330|980x1,1050x1,1100x1,1200x1","{980=1, 1050=1, 1100=1, 1200=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","21","295","0.071054038","0","270","228.466257669","0.023510746","2.180387295",,"485","26879"
"4320|780x2,840x2,1080x1","{780=2, 840=2, 1080=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","2","280","228.466257669","0.019035385","4.081079943",,"51396","486"
"4360|550x1,890x2,1015x2","{550=1, 890=2, 1015=2} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","2","240","228.466257669","0.079784630","4.081061011",,"52287","487"
"4390|980x1,1010x1,1100x1,1300x1","{980=1, 1010=1, 1100=1, 1300=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","20","293","0.071033077","1","210","228.466257669","0.051370942","1.536155988",,"487","44755"
"4320|940x1,1080x2,1220x1","{940=1, 1080=2, 1220=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","1","4","0.001305057","2","280","228.466257669","0.019035385","4.080441445",,"50162","488"
"4400|980x1,1015x1,1100x1,1300x1","{980=1, 1015=1, 1100=1, 1300=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","20","293","0.071033077","1","205","228.466257669","0.040872618","2.771167289",,"488","11739"
"4380|1015x1,1050x1,1090x1,1220x1","{1015=1, 1050=1, 1090=1, 1220=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","5","79","0.020095435","1","225","228.466257669","0.223901099","4.080359349",,"8361","489"
"4400|980x1,1020x1,1100x1,1300x1","{980=1, 1020=1, 1100=1, 1300=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","20","293","0.071033077","1","200","228.466257669","0.033937123","1.472037808",,"489","46119"
"4340|960x1,980x1,1100x1,1300x1","{960=1, 980=1, 1100=1, 1300=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","20","293","0.071033077","1","260","228.466257669","0.030737318","1.685886871",,"490","41110"
"4390|550x1,760x1,980x1,1015x1,1080x1","{550=1, 760=1, 980=1, 1015=1, 1080=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","10","102","0.016921702","2","215","228.466257669","0.069126378","4.080251170",,"13434","490"
"4330|950x1,980x1,1100x1,1300x1","{950=1, 980=1, 1100=1, 1300=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","20","293","0.071033077","1","270","228.466257669","0.023510746","2.138696819",,"491","28160"
"4400|1010x1,1015x1,1050x1,1320x1","{1010=1, 1015=1, 1050=1, 1320=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","1","4","0.000919752","3","205","228.466257669","0.040872618","4.080116601",,"52084","491"
"4320|940x1,980x1,1100x1,1300x1","{940=1, 980=1, 1100=1, 1300=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","20","293","0.071033077","1","280","228.466257669","0.019035385","1.329479999",,"492","48694"
"4330|860x1,970x1,1015x1,1480x1","{860=1, 970=1, 1015=1, 1480=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","5","17","0.003383456","1","275","228.466257669","0.021037687","4.079834848",,"37578","492"
"4350|850x1,1100x1,1125x1,1270x1","{850=1, 1100=1, 1125=1, 1270=1} @4350mm (pw=4345, util=99.9%)","true","0","0","0","0.000000000","18","314","0.070965819","0","255","228.466257669","0.036319073","1.181828157",,"493","50845"
"4390|550x1,840x1,870x1,1050x1,1080x1","{550=1, 840=1, 870=1, 1050=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","6","26","0.002876115","2","210","228.466257669","0.051370942","4.079483761",,"40318","493"
"4370|1015x1,1050x2,1250x1","{1015=1, 1050=2, 1250=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","2","10","0.002991575","1","235","228.466257669","0.132736156","4.078581656",,"39562","494"
"4370|550x1,740x2,1100x1,1240x1","{550=1, 740=2, 1100=1, 1240=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","230","228.466257669","0.394673123","1.259014456",,"494","49791"
"4380|550x2,940x1,1100x1,1240x1","{550=2, 940=1, 1100=1, 1240=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","220","228.466257669","0.105638367","1.311624800",,"495","48949"
"4380|760x1,860x1,870x2,1015x1","{760=1, 860=1, 870=2, 1015=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","3","16","0.001815146","2","225","228.466257669","0.223901099","4.078030733",,"47225","495"
"4340|980x1,1080x1,1140x2","{980=1, 1080=1, 1140=2} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","9","83","0.016572944","1","260","228.466257669","0.030737318","4.077363717",,"14031","496"
"4390|550x2,950x1,1100x1,1240x1","{550=2, 950=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","210","228.466257669","0.051370942","2.120841620",,"496","28658"
"4350|550x2,910x1,1100x1,1240x1","{550=2, 910=1, 1100=1, 1240=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","250","228.466257669","0.044377893","1.311624800",,"497","48950"
"4390|780x1,840x1,860x1,890x1,1015x1","{780=1, 840=1, 860=1, 890=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","5","13","0.001746306","3","215","228.466257669","0.069126378","4.076975351",,"47857","497"
"4340|840x3,870x1,950x1","{840=3, 870=1, 950=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","2","260","228.466257669","0.030737318","4.076930494",,"51382","498"
"4400|550x2,960x1,1100x1,1240x1","{550=2, 960=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","200","228.466257669","0.033937123","1.668031673",,"498","41527"
"4340|550x2,900x1,1100x1,1240x1","{550=2, 900=1, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","260","228.466257669","0.030737318","1.311624800",,"499","48951"
"4360|760x1,1140x2,1320x1","{760=1, 1140=2, 1320=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","4","18","0.002932464","1","240","228.466257669","0.079784630","4.076776566",,"39997","499"
"4330|550x2,890x1,1100x1,1240x1","{550=2, 890=1, 1100=1, 1240=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","270","228.466257669","0.023510746","1.846869755",,"500","36729"
"4380|600x1,760x1,950x1,1015x1,1050x1","{600=1, 760=1, 950=1, 1015=1, 1050=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","3","16","0.002175770","3","225","228.466257669","0.223901099","4.076711648",,"45033","500"
"4310|550x2,870x1,1100x1,1240x1","{550=2, 870=1, 1100=1, 1240=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","1","290","228.466257669","0.015991367","1.975106114",,"501","32927"
"4310|870x1,1080x2,1280x1","{870=1, 1080=2, 1280=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","1","6","0.002202643","2","290","228.466257669","0.015991367","4.075714122",,"44841","501"
"4320|950x1,1015x1,1080x1,1270x1","{950=1, 1015=1, 1080=1, 1270=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","1","7","0.002509860","3","285","228.466257669","0.017381105","4.074599248",,"42952","502"
"4380|550x1,600x1,890x1,1100x1,1240x1","{550=1, 600=1, 890=1, 1100=1, 1240=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","2","220","228.466257669","0.105638367","2.008756811",,"502","31934"
"4330|790x1,1080x1,1140x1,1320x1","{790=1, 1080=1, 1140=1, 1320=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","3","20","0.003276263","2","270","228.466257669","0.023510746","4.073795183",,"38233","503"
