patternSignature,patternReadable,eligible,ineligibleReason,rank,selectedTop60,lpActivity,residualScarcity,coveredResidualOrders,wastePerCar,targetResidualWastePerCar,wasteFit,totalScore,widths,stationCount,distinctWidthCount,manual31ColumnCount,manual65PatternCount,manualCarsDistribution,manualOddCount,manualOneCarCount,manualOrderCoverageSummary
"4360|980x1,1000x1,1100x1,1280x1","{980=1, 1000=1, 1100=1, 1280=1} @4360mm (pw=4360, util=100.0%)","true","","78","false","0.000000000","0.498965292","28","240","228.466257669","0.079784630","779.045076584","980|1000|1100|1280","4","4","0","0","","0","0",""
"4330|850x1,1100x1,1140x1,1240x1","{850=1, 1100=1, 1140=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","","79","false","0.000000000","0.548963553","23","270","228.466257669","0.023510746","778.987063693","850|1100|1140|1240","4","4","0","0","","0","0",""
"4330|980x1,1000x1,1100x1,1250x1","{980=1, 1000=1, 1100=1, 1250=1} @4330mm (pw=4330, util=100.0%)","true","","80","false","0.000000000","0.498234298","28","270","228.466257669","0.023510746","778.257808548","980|1000|1100|1250","4","4","0","0","","0","0",""
"4320|850x1,1100x1,1130x1,1240x1","{850=1, 1100=1, 1130=1, 1240=1} @4320mm (pw=4320, util=100.0%)","true","","81","false","0.000000000","0.547315710","23","280","228.466257669","0.019035385","777.334745774","850|1100|1130|1240","4","4","0","0","","0","0",""
"4310|970x1,1000x1,1100x1,1240x1","{970=1, 1000=1, 1100=1, 1240=1} @4310mm (pw=4310, util=100.0%)","true","","82","false","0.000000000","0.495370167","28","290","228.466257669","0.015991367","775.386158317","970|1000|1100|1240","4","4","0","0","","0","0",""
"4380|980x1,1000x1,1100x1,1300x1","{980=1, 1000=1, 1100=1, 1300=1} @4380mm (pw=4380, util=100.0%)","true","","83","false","0.000000000","0.494785141","28","220","228.466257669","0.105638367","774.890779296","980|1000|1100|1300","4","4","0","0","","0","0",""
"4300|980x1,1000x1,1100x1,1220x1","{980=1, 1000=1, 1100=1, 1220=1} @4300mm (pw=4300, util=100.0%)","true","","84","false","0.000000000","0.493189993","28","300","228.466257669","0.013786687","773.203780016","980|1000|1100|1220","4","4","0","0","","0","0",""
"4310|850x1,1090x1,1100x1,1270x1","{850=1, 1090=1, 1100=1, 1270=1} @4310mm (pw=4310, util=100.0%)","true","","85","false","0.000000000","0.571051280","20","290","228.466257669","0.015991367","771.067271004","850|1090|1100|1270","4","4","0","0","","0","0",""
"4320|850x1,1100x1,1125x1,1240x1","{850=1, 1100=1, 1125=1, 1240=1} @4320mm (pw=4315, util=99.9%)","true","","86","false","0.000000000","0.549733819","22","285","228.466257669","0.017381105","769.751200514","850|1100|1125|1240","4","4","0","0","","0","0",""
"4320|850x1,1090x1,1100x1,1280x1","{850=1, 1090=1, 1100=1, 1280=1} @4320mm (pw=4320, util=100.0%)","true","","87","false","0.000000000","0.569487630","20","280","228.466257669","0.019035385","769.506665280","850|1090|1100|1280","4","4","0","0","","0","0",""
"4380|850x1,1100x1,1190x1,1240x1","{850=1, 1100=1, 1190=1, 1240=1} @4380mm (pw=4380, util=100.0%)","true","","88","false","0.000000000","0.546552434","22","220","228.466257669","0.105638367","766.658072114","850|1100|1190|1240","4","4","0","0","","0","0",""
"4340|850x1,1090x1,1100x1,1300x1","{850=1, 1090=1, 1100=1, 1300=1} @4340mm (pw=4340, util=100.0%)","true","","89","false","0.000000000","0.565307479","20","260","228.466257669","0.030737318","765.338216189","850|1090|1100|1300","4","4","0","0","","0","0",""
"4400|1000x1,1060x1,1100x1,1240x1","{1000=1, 1060=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","","90","false","0.000000000","0.503845291","26","200","228.466257669","0.033937123","763.879228612","1000|1060|1100|1240","4","4","0","0","","0","0",""
"4340|1000x1,1090x1,1100x1,1150x1","{1000=1, 1090=1, 1100=1, 1150=1} @4340mm (pw=4340, util=100.0%)","true","","91","false","0.000000000","0.513690255","25","260","228.466257669","0.030737318","763.720991925","1000|1090|1100|1150","4","4","0","0","","0","0",""
"4390|850x1,1100x1,1200x1,1240x1","{850=1, 1100=1, 1200=1, 1240=1} @4390mm (pw=4390, util=100.0%)","true","","92","false","0.000000000","0.542646214","22","210","228.466257669","0.051370942","762.697584667","850|1100|1200|1240","4","4","0","0","","0","0",""
"4330|1000x1,1090x1,1100x1,1140x1","{1000=1, 1090=1, 1100=1, 1140=1} @4330mm (pw=4330, util=100.0%)","true","","93","false","0.000000000","0.506568051","25","270","228.466257669","0.023510746","756.591562091","1000|1090|1100|1140","4","4","0","0","","0","0",""
"4320|1000x1,1090x1,1100x1,1130x1","{1000=1, 1090=1, 1100=1, 1130=1} @4320mm (pw=4320, util=100.0%)","true","","94","false","0.000000000","0.504920209","25","280","228.466257669","0.019035385","754.939244172","1000|1090|1100|1130","4","4","0","0","","0","0",""
"4360|550x1,850x1,860x1,1000x1,1100x1","{550=1, 850=1, 860=1, 1000=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","","95","false","0.000000000","0.493830405","26","240","228.466257669","0.079784630","753.910189481","550|850|860|1000|1100","5","5","0","0","","0","0",""
"4320|1000x1,1090x1,1100x1,1125x1","{1000=1, 1090=1, 1100=1, 1125=1} @4320mm (pw=4315, util=99.9%)","true","","96","false","0.000000000","0.507338318","24","285","228.466257669","0.017381105","747.355698912","1000|1090|1100|1125","4","4","0","0","","0","0",""
"4310|970x1,980x1,1100x1,1260x1","{970=1, 980=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","97","false","0.000000000","0.496416483","25","290","228.466257669","0.015991367","746.432474827","970|980|1100|1260","4","4","0","0","","0","0",""
"4390|1000x1,1050x1,1100x1,1240x1","{1000=1, 1050=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","true","","98","false","0.000000000","0.485470085","26","210","228.466257669","0.051370942","745.521456123","1000|1050|1100|1240","4","4","0","0","","0","0",""
"4380|1000x1,1090x1,1100x1,1190x1","{1000=1, 1090=1, 1100=1, 1190=1} @4380mm (pw=4380, util=100.0%)","true","","99","false","0.000000000","0.504156932","24","220","228.466257669","0.105638367","744.262570512","1000|1090|1100|1190","4","4","0","0","","0","0",""
"4390|1000x1,1090x1,1100x1,1200x1","{1000=1, 1090=1, 1100=1, 1200=1} @4390mm (pw=4390, util=100.0%)","true","","100","false","0.000000000","0.500250712","24","210","228.466257669","0.051370942","740.302083065","1000|1090|1100|1200","4","4","0","0","","0","0",""
"4350|550x1,850x2,1000x1,1100x1","{550=1, 850=2, 1000=1, 1100=1} @4350mm (pw=4350, util=100.0%)","true","","101","false","0.000000000","0.489346100","25","250","228.466257669","0.044377893","739.390477811","550|850|1000|1100","5","4","0","0","","0","0",""
"4400|980x1,1060x1,1100x1,1260x1","{980=1, 1060=1, 1100=1, 1260=1} @4400mm (pw=4400, util=100.0%)","true","","102","false","0.000000000","0.504891608","23","200","228.466257669","0.033937123","734.925545122","980|1060|1100|1260","4","4","0","0","","0","0",""
"4360|550x1,760x1,970x1,980x1,1100x1","{550=1, 760=1, 970=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","","103","false","0.000000000","0.481668181","25","240","228.466257669","0.079784630","731.747965962","550|760|970|980|1100","5","5","0","0","","0","0",""
"4340|1000x2,1100x1,1240x1","{1000=2, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","true","","104","false","0.000000000","0.479455048","25","260","228.466257669","0.030737318","729.485784905","1000|1100|1240","4","3","0","0","","0","0",""
"4390|550x1,790x1,970x1,980x1,1100x1","{550=1, 790=1, 970=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","105","false","0.000000000","0.484308150","24","210","228.466257669","0.051370942","724.359520886","550|790|970|980|1100","5","5","0","0","","0","0",""
"4330|550x1,840x1,860x1,980x1,1100x1","{550=1, 840=1, 860=1, 980=1, 1100=1} @4330mm (pw=4330, util=100.0%)","true","","106","false","0.000000000","0.468456782","25","270","228.466257669","0.023510746","718.480292688","550|840|860|980|1100","5","5","0","0","","0","0",""
"4390|980x1,1050x1,1100x1,1260x1","{980=1, 1050=1, 1100=1, 1260=1} @4390mm (pw=4390, util=100.0%)","true","","107","false","0.000000000","0.486516402","23","210","228.466257669","0.051370942","716.567772633","980|1050|1100|1260","4","4","0","0","","0","0",""
"4310|550x1,840x1,850x1,970x1,1100x1","{550=1, 840=1, 850=1, 970=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","","108","false","0.000000000","0.475587748","24","290","228.466257669","0.015991367","715.603739437","550|840|850|970|1100","5","5","0","0","","0","0",""
"4340|760x1,790x1,840x1,850x1,1100x1","{760=1, 790=1, 840=1, 850=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","109","false","0.000000000","0.476976353","23","260","228.466257669","0.030737318","707.007090548","760|790|840|850|1100","5","5","0","0","","0","0",""
"4320|970x1,980x1,1100x1,1270x1","{970=1, 980=1, 1100=1, 1270=1} @4320mm (pw=4320, util=100.0%)","true","","110","false","0.000000000","0.476934524","23","280","228.466257669","0.019035385","706.953559660","970|980|1100|1270","4","4","0","0","","0","0",""
"4340|550x1,760x1,840x1,1090x1,1100x1","{550=1, 760=1, 840=1, 1090=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","111","false","0.000000000","0.486841868","22","260","228.466257669","0.030737318","706.872605290","550|760|840|1090|1100","5","5","0","0","","0","0",""
"4360|760x1,1100x1,1240x1,1260x1","{760=1, 1100=1, 1240=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","","112","false","0.000000000","0.486496659","22","240","228.466257669","0.079784630","706.576443781","760|1100|1240|1260","4","4","0","0","","0","0",""
"4330|970x1,980x1,1100x1,1280x1","{970=1, 980=1, 1100=1, 1280=1} @4330mm (pw=4330, util=100.0%)","true","","113","false","0.000000000","0.475370875","23","270","228.466257669","0.023510746","705.394385278","970|980|1100|1280","4","4","0","0","","0","0",""
"4300|970x1,980x1,1100x1,1250x1","{970=1, 980=1, 1100=1, 1250=1} @4300mm (pw=4300, util=100.0%)","true","","114","false","0.000000000","0.474639880","23","300","228.466257669","0.013786687","704.653667068","970|980|1100|1250","4","4","0","0","","0","0",""
"4400|550x1,840x1,850x1,1060x1,1100x1","{550=1, 840=1, 850=1, 1060=1, 1100=1} @4400mm (pw=4400, util=100.0%)","true","","115","false","0.000000000","0.484062873","22","200","228.466257669","0.033937123","704.096809732","550|840|850|1060|1100","5","5","0","0","","0","0",""
"4310|550x1,840x2,980x1,1100x1","{550=1, 840=2, 980=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","","116","false","0.000000000","0.463972477","24","290","228.466257669","0.015991367","703.988468376","550|840|980|1100","5","4","0","0","","0","0",""
"4360|850x1,1100x1,1150x1,1260x1","{850=1, 1100=1, 1150=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","","117","false","0.000000000","0.493562627","21","240","228.466257669","0.079784630","703.642411537","850|1100|1150|1260","4","4","0","0","","0","0",""
"4370|980x1,1100x1,1140x1,1150x1","{980=1, 1100=1, 1140=1, 1150=1} @4370mm (pw=4370, util=100.0%)","true","","118","false","0.000000000","0.473166885","23","230","228.466257669","0.394673123","703.561558365","980|1100|1140|1150","4","4","0","0","","0","0",""
"4360|980x1,1100x1,1130x1,1150x1","{980=1, 1100=1, 1130=1, 1150=1} @4360mm (pw=4360, util=100.0%)","true","","119","false","0.000000000","0.471519043","23","240","228.466257669","0.079784630","701.598827314","980|1100|1130|1150","4","4","0","0","","0","0",""
"4350|970x1,980x1,1100x1,1300x1","{970=1, 980=1, 1100=1, 1300=1} @4350mm (pw=4350, util=100.0%)","true","","120","false","0.000000000","0.471190724","23","250","228.466257669","0.044377893","701.235101401","970|980|1100|1300","4","4","0","0","","0","0",""
"4370|550x1,790x1,840x1,1090x1,1100x1","{550=1, 790=1, 840=1, 1090=1, 1100=1} @4370mm (pw=4370, util=100.0%)","true","","121","false","0.000000000","0.489481837","21","230","228.466257669","0.394673123","699.876509708","550|790|840|1090|1100","5","5","0","0","","0","0",""
"4400|840x1,980x1,1100x1,1480x1","{840=1, 980=1, 1100=1, 1480=1} @4400mm (pw=4400, util=100.0%)","true","","122","false","0.000000000","0.459176517","24","200","228.466257669","0.033937123","699.210453882","840|980|1100|1480","4","4","0","0","","0","0",""
"4390|790x1,1100x1,1240x1,1260x1","{790=1, 1100=1, 1240=1, 1260=1} @4390mm (pw=4390, util=100.0%)","true","","123","false","0.000000000","0.489136628","21","210","228.466257669","0.051370942","699.187998706","790|1100|1240|1260","4","4","0","0","","0","0",""
"4330|840x1,1100x1,1150x1,1240x1","{840=1, 1100=1, 1150=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","","124","false","0.000000000","0.467142687","23","270","228.466257669","0.023510746","697.166198233","840|1100|1150|1240","4","4","0","0","","0","0",""
"4350|850x1,1100x1,1140x1,1260x1","{850=1, 1100=1, 1140=1, 1260=1} @4350mm (pw=4350, util=100.0%)","true","","125","false","0.000000000","0.486440424","21","250","228.466257669","0.044377893","696.484801538","850|1100|1140|1260","4","4","0","0","","0","0",""
"4340|850x1,1100x1,1130x1,1260x1","{850=1, 1100=1, 1130=1, 1260=1} @4340mm (pw=4340, util=100.0%)","true","","126","false","0.000000000","0.484792581","21","260","228.466257669","0.030737318","694.823318406","850|1100|1130|1260","4","4","0","0","","0","0",""
"4350|980x1,1100x1,1130x1,1140x1","{980=1, 1100=1, 1130=1, 1140=1} @4350mm (pw=4350, util=100.0%)","true","","127","false","0.000000000","0.464396839","23","250","228.466257669","0.044377893","694.441217315","980|1100|1130|1140","4","4","0","0","","0","0",""
"4360|980x1,1100x1,1125x1,1150x1","{980=1, 1100=1, 1125=1, 1150=1} @4360mm (pw=4355, util=99.9%)","true","","128","false","0.000000000","0.473937152","22","245","228.466257669","0.057032890","693.994184594","980|1100|1125|1150","4","4","0","0","","0","0",""
"4390|980x1,1060x1,1100x1,1250x1","{980=1, 1060=1, 1100=1, 1250=1} @4390mm (pw=4390, util=100.0%)","true","","129","false","0.000000000","0.483115005","21","210","228.466257669","0.051370942","693.166375862","980|1060|1100|1250","4","4","0","0","","0","0",""
"4330|970x1,1000x1,1100x1,1260x1","{970=1, 1000=1, 1100=1, 1260=1} @4330mm (pw=4330, util=100.0%)","true","","130","false","0.000000000","0.432847038","26","270","228.466257669","0.023510746","692.870548394","970|1000|1100|1260","4","4","0","0","","0","0",""
"4330|550x2,980x1,1100x1,1150x1","{550=2, 980=1, 1100=1, 1150=1} @4330mm (pw=4330, util=100.0%)","true","","131","false","0.000000000","0.471497523","22","270","228.466257669","0.023510746","691.521033292","550|980|1100|1150","5","4","0","0","","0","0",""
"4390|760x2,790x1,980x1,1100x1","{760=2, 790=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","132","false","0.000000000","0.471440136","22","210","228.466257669","0.051370942","691.491506900","760|790|980|1100","5","4","0","0","","0","0",""
"4370|970x1,1060x1,1100x1,1240x1","{970=1, 1060=1, 1100=1, 1240=1} @4370mm (pw=4370, util=100.0%)","true","","133","false","0.000000000","0.480250874","21","230","228.466257669","0.394673123","690.645547191","970|1060|1100|1240","4","4","0","0","","0","0",""
"4310|970x1,1090x1,1100x1,1150x1","{970=1, 1090=1, 1100=1, 1150=1} @4310mm (pw=4310, util=100.0%)","true","","134","false","0.000000000","0.490095837","20","290","228.466257669","0.015991367","690.111828552","970|1090|1100|1150","4","4","0","0","","0","0",""
"4320|840x1,1100x1,1140x1,1240x1","{840=1, 1100=1, 1140=1, 1240=1} @4320mm (pw=4320, util=100.0%)","true","","135","false","0.000000000","0.460020484","23","280","228.466257669","0.019035385","690.039519610","840|1100|1140|1240","4","4","0","0","","0","0",""
"4310|840x1,1100x1,1130x1,1240x1","{840=1, 1100=1, 1130=1, 1240=1} @4310mm (pw=4310, util=100.0%)","true","","136","false","0.000000000","0.458372642","23","290","228.466257669","0.015991367","688.388633034","840|1100|1130|1240","4","4","0","0","","0","0",""
"4360|980x1,1060x1,1100x1,1220x1","{980=1, 1060=1, 1100=1, 1220=1} @4360mm (pw=4360, util=100.0%)","true","","137","false","0.000000000","0.478070700","21","240","228.466257669","0.079784630","688.150485077","980|1060|1100|1220","4","4","0","0","","0","0",""
"4330|980x1,1060x1,1100x1,1190x1","{980=1, 1060=1, 1100=1, 1190=1} @4330mm (pw=4330, util=100.0%)","true","","138","false","0.000000000","0.477784899","21","270","228.466257669","0.023510746","687.808409578","980|1060|1100|1190","4","4","0","0","","0","0",""
"4340|850x1,1100x1,1125x1,1260x1","{850=1, 1100=1, 1125=1, 1260=1} @4340mm (pw=4335, util=99.9%)","true","","139","false","0.000000000","0.487210690","20","265","228.466257669","0.026642694","687.237332801","850|1100|1125|1260","4","4","0","0","","0","0",""
"4350|980x1,1100x1,1125x1,1140x1","{980=1, 1100=1, 1125=1, 1140=1} @4350mm (pw=4345, util=99.9%)","true","","140","false","0.000000000","0.466814948","22","255","228.466257669","0.036319073","686.851267515","980|1100|1125|1140","4","4","0","0","","0","0",""
"4310|860x1,1090x1,1100x1,1260x1","{860=1, 1090=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","141","false","0.000000000","0.496238409","19","290","228.466257669","0.015991367","686.254400827","860|1090|1100|1260","4","4","0","0","","0","0",""
"4370|550x1,760x1,980x2,1100x1","{550=1, 760=1, 980=2, 1100=1} @4370mm (pw=4370, util=100.0%)","true","","142","false","0.000000000","0.465753062","22","230","228.466257669","0.394673123","686.147735091","550|760|980|1100","5","4","0","0","","0","0",""
"4320|550x1,760x1,850x1,1060x1,1100x1","{550=1, 760=1, 850=1, 1060=1, 1100=1} @4320mm (pw=4320, util=100.0%)","true","","143","false","0.000000000","0.485843458","20","280","228.466257669","0.019035385","685.862492953","550|760|850|1060|1100","5","5","0","0","","0","0",""
"4390|550x1,840x1,850x1,1050x1,1100x1","{550=1, 840=1, 850=1, 1050=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","144","false","0.000000000","0.465687666","22","210","228.466257669","0.051370942","685.739037244","550|840|850|1050|1100","5","5","0","0","","0","0",""
"4340|980x1,1100x1,1125x1,1130x1","{980=1, 1100=1, 1125=1, 1130=1} @4340mm (pw=4335, util=99.9%)","true","","145","false","0.000000000","0.465167106","22","265","228.466257669","0.026642694","685.193748578","980|1100|1125|1130","4","4","0","0","","0","0",""
"4310|550x2,850x1,1100x1,1260x1","{550=2, 850=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","146","false","0.000000000","0.484771061","20","290","228.466257669","0.015991367","684.787052317","550|850|1100|1260","5","4","0","0","","0","0",""
"4320|550x2,980x1,1100x1,1140x1","{550=2, 980=1, 1100=1, 1140=1} @4320mm (pw=4320, util=100.0%)","true","","147","false","0.000000000","0.464375319","22","280","228.466257669","0.019035385","684.394354670","550|980|1100|1140","5","4","0","0","","0","0",""
"4400|850x1,1100x1,1190x1,1260x1","{850=1, 1100=1, 1190=1, 1260=1} @4400mm (pw=4400, util=100.0%)","true","","148","false","0.000000000","0.484029304","20","200","228.466257669","0.033937123","684.063241568","850|1100|1190|1260","4","4","0","0","","0","0",""
"4340|980x1,1060x1,1100x1,1200x1","{980=1, 1060=1, 1100=1, 1200=1} @4340mm (pw=4340, util=100.0%)","true","","149","false","0.000000000","0.473878679","21","260","228.466257669","0.030737318","683.909416129","980|1060|1100|1200","4","4","0","0","","0","0",""
"4300|970x1,1090x1,1100x1,1140x1","{970=1, 1090=1, 1100=1, 1140=1} @4300mm (pw=4300, util=100.0%)","true","","150","false","0.000000000","0.482973634","20","300","228.466257669","0.013786687","682.987420611","970|1090|1100|1140","4","4","0","0","","0","0",""
"4390|760x1,840x2,850x1,1100x1","{760=1, 840=2, 850=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","151","false","0.000000000","0.462719734","22","210","228.466257669","0.051370942","682.771105027","760|840|850|1100","5","4","0","0","","0","0",""
"4400|760x1,840x1,850x2,1100x1","{760=1, 840=1, 850=2, 1100=1} @4400mm (pw=4400, util=100.0%)","true","","152","false","0.000000000","0.462719734","22","200","228.466257669","0.033937123","682.753671207","760|840|850|1100","5","4","0","0","","0","0",""
